1,64
1,84
1,37
1,25
1,11
2,50
2,37
2,75
2,60
2,15
3,99
3,35
3,72
3,42
3,31
4,96
4,33
4,84
4,69
4,91
5,10
5,90
5,43
5,61
5,31
6,98
6,19
6,53
6,22
6,77
7,32
7,70
7,88
7,43
7,12
8,49
8,34
8,35
8,42
8,26
9,16
9,81
9,50
9,57
9,45
10,36
10,41
10,45
10,78
10,95
11,21
11,88
11,10
11,11
11,77
12,33
12,73
12,62
12,94
12,30
13,32
13,36
13,13
13,93
13,46
14,33
14,84
14,53
14,11
14,46
15,1
15,35
15,51
15,74
15,78
16,98
16,5
16,74
16,47
16,63
17,96
17,55
17,74
17,59
17,77
18,32
18,65
18,70
18,73
18,95
19,2
19,67
19,21
19,85
19,71
20,96
20,50
20,42
20,29
20,62
21,2
21,38
21,71
21,94
21,78
22,84
22,39
22,71
22,44
22,13
23,35
23,100
23,40
23,58
23,61
24,17
24,38
24,72
24,40
24,12
25,35
25,40
25,42
25,59
25,93
26,64
26,19
26,9
26,60
26,45
27,35
27,54
27,89
27,25
27,57
28,52
28,69
28,9
28,90
28,31
29,68
29,37
29,22
29,72
29,31
30,80
30,51
30,70
30,55
30,43
31,82
31,42
31,90
31,59
31,76
32,96
32,82
32,9
32,27
32,61
33,81
33,99
33,84
33,68
33,45
34,87
34,41
34,57
34,14
34,95
35,25
35,73
35,75
35,11
35,43
36,96
36,40
36,11
36,60
36,31
37,54
37,88
37,27
37,13
37,63
38,81
38,50
38,35
38,68
38,39
39,37
39,38
39,39
39,25
39,76
40,80
40,48
40,17
40,51
40,4
41,52
41,72
41,8
41,29
41,47
42,50
42,51
42,85
42,25
42,45
43,7
43,40
43,58
43,11
43,78
44,17
44,40
44,91
44,28
44,15
45,99
45,5
45,57
45,90
45,45
46,54
46,27
46,29
46,62
46,47
47,20
47,24
47,28
47,77
47,45
48,32
48,69
48,13
48,45
48,15
49,18
49,37
49,71
49,88
49,11
50,83
50,39
50,25
50,30
50,63
51,49
51,19
51,76
51,62
51,30
52,32
52,1
52,5
52,41
52,14
53,48
53,1
53,82
53,22
53,31
54,35
54,87
54,56
54,41
54,43
55,80
55,49
55,68
55,21
55,25
56,49
56,67
56,54
56,77
56,13
57,49
57,75
57,92
57,76
57,45
58,80
58,17
58,65
58,77
58,46
59,98
59,53
59,88
59,42
59,63
60,3
60,86
60,42
60,43
60,45
61,80
61,51
61,20
61,11
61,44
62,82
62,20
62,73
62,14
62,62
63,82
63,98
63,73
63,42
63,29
64,36
64,84
64,39
64,27
64,60
65,80
65,18
65,67
65,85
65,93
66,98
66,71
66,87
66,89
66,43
67,1
67,82
67,37
67,56
67,91
68,1
68,97
68,19
68,38
68,39
69,49
69,3
69,37
69,54
69,8
70,3
70,25
70,28
70,78
70,46
71,3
71,36
71,20
71,40
71,74
72,16
72,33
72,69
72,54
72,38
73,68
73,36
73,86
73,54
73,44
74,53
74,37
74,42
74,92
74,62
75,97
75,37
75,10
75,77
75,94
76,86
76,39
76,10
76,11
76,30
77,35
77,4
77,85
77,29
77,15
78,96
78,4
78,23
78,56
78,10
79,33
79,50
79,51
79,22
79,88
80,69
80,88
80,10
80,11
80,31
81,39
81,71
81,73
81,10
81,63
82,97
82,84
82,86
82,43
82,14
83,97
83,87
83,7
83,56
83,74
84,48
84,1
84,98
84,71
84,87
85,6
85,86
85,8
85,93
85,78
86,33
86,1
86,68
86,85
86,23
87,50
87,36
87,84
87,6
87,91
88,22
88,70
88,44
88,92
88,28
89,48
89,34
89,52
89,24
89,90
90,6
90,7
90,56
90,91
90,59
91,50
91,53
91,69
91,56
91,77
92,97
92,69
92,74
92,26
92,13
93,64
93,67
93,19
93,5
93,30
94,35
94,5
94,71
94,11
94,78
95,48
95,67
95,20
95,23
95,27
96,96
96,1
96,87
96,56
96,92
97,50
97,39
97,88
97,11
97,60
98,18
98,67
98,39
98,7
98,45
99,97
99,35
99,20
99,57
99,78
100,17
100,19
100,57
100,76
100,63
101,35
101,36
101,68
101,43
101,95
102,97
102,51
102,85
102,87
102,72
103,83
103,4
103,8
103,62
103,63
104,97
104,83
104,67
104,28
104,61
105,96
105,32
105,22
105,9
105,28
106,32
106,64
106,84
106,92
106,79
107,96
107,48
107,19
107,51
107,69
108,84
108,5
108,77
108,45
108,63
109,64
109,49
109,4
109,56
109,62
110,53
110,13
110,78
110,79
110,15
111,3
111,84
111,20
111,55
111,59
112,85
112,6
112,26
112,76
112,15
113,48
113,55
113,75
113,92
113,79
114,7
114,76
114,77
114,93
114,14
115,80
115,1
115,98
115,56
115,89
116,98
116,82
116,29
116,78
116,94
117,33
117,99
117,84
117,4
117,72
118,2
118,9
118,42
118,93
118,13
119,19
119,53
119,70
119,57
119,13
120,32
120,20
120,5
120,73
120,94
121,80
121,21
121,89
121,90
121,76
122,51
122,70
122,74
122,12
122,63
123,34
123,82
123,98
123,75
123,28
124,16
124,100
124,87
124,25
124,76
125,81
125,98
125,22
125,72
125,78
126,49
126,97
126,74
126,28
126,30
127,34
127,99
127,21
127,71
127,23
128,16
128,36
128,44
128,93
128,46
129,96
129,16
129,50
129,92
129,12
130,65
130,89
130,59
130,14
130,63
131,16
131,81
131,19
131,69
131,53
132,41
132,92
132,29
132,46
132,47
133,33
133,6
133,61
133,14
133,79
134,35
134,100
134,61
134,62
134,95
135,1
135,53
135,6
135,75
135,13
136,4
136,69
136,55
136,89
136,29
137,67
137,100
137,72
137,76
137,94
138,17
138,54
138,71
138,72
138,15
139,3
139,38
139,59
139,75
139,78
140,3
140,53
140,57
140,73
140,13
141,96
141,51
141,21
141,57
141,91
142,100
142,84
142,25
142,74
142,60
143,49
143,87
143,73
143,27
143,12
144,21
144,38
144,6
144,89
144,59
145,19
145,21
145,70
145,39
145,58
146,2
146,3
146,86
146,92
146,29
147,17
147,69
147,38
147,61
147,15
148,53
148,12
148,13
148,77
148,63
149,37
149,54
149,10
149,44
149,12
150,99
150,22
150,44
150,78
150,63
151,97
151,34
151,5
151,8
151,88
152,24
152,11
152,75
152,46
152,79
153,65
153,67
153,86
153,7
153,46
154,50
154,3
154,23
154,59
154,30
155,7
155,58
155,91
155,78
155,95
156,64
156,68
156,53
156,6
156,24
157,50
157,98
157,40
157,14
157,94
158,81
158,4
158,23
158,89
158,29
159,64
159,16
159,87
159,39
159,14
160,81
160,4
160,72
160,11
160,92
161,36
161,22
161,76
161,13
161,46
162,51
162,75
162,28
162,13
162,14
163,48
163,51
163,89
163,57
163,42
164,97
164,34
164,78
164,62
164,14
165,17
165,33
165,83
165,42
165,90
166,68
166,37
166,90
166,27
166,79
167,6
167,71
167,7
167,87
167,88
168,24
168,60
168,93
168,63
168,31
169,96
169,65
169,68
169,39
169,42
170,33
170,82
170,4
170,58
170,30
171,16
171,3
171,71
171,93
171,79
172,96
172,68
172,60
172,94
172,78
173,36
173,69
173,11
173,62
173,78
174,96
174,84
174,23
174,26
174,95
175,32
175,49
175,70
175,73
175,79
176,25
176,73
176,27
176,75
176,63
177,82
177,9
177,91
177,77
177,30
178,65
178,99
178,57
178,60
178,95
179,99
179,67
179,85
179,76
179,30
180,82
180,83
180,84
180,54
180,95
181,65
181,50
181,83
181,11
181,79
182,36
182,59
182,28
182,93
182,30
183,81
183,84
183,70
183,74
183,27
184,24
184,57
184,76
184,93
184,63
185,19
185,4
185,38
185,22
185,27
186,68
186,22
186,87
186,73
186,77
187,49
187,9
187,74
187,27
187,47
188,3
188,68
188,72
188,88
188,31
189,64
189,82
189,50
189,23
189,39
190,64
190,38
190,11
190,45
190,29
191,51
191,26
191,29
191,77
191,79
192,18
192,53
192,55
192,8
192,94
193,17
193,99
193,77
193,62
193,63
194,49
194,34
194,5
194,39
194,71
195,49
195,56
195,45
195,94
195,95
196,1
196,67
196,9
196,74
196,63
197,50
197,19
197,9
197,75
197,46
198,2
198,4
198,54
198,72
198,28
199,100
199,71
199,88
199,56
199,29
200,49
200,67
200,40
200,9
200,77
201,1
201,19
201,100
201,86
201,13
202,64
202,33
202,55
202,88
202,91
203,64
203,51
203,8
203,25
203,45
204,17
204,83
204,22
204,57
204,14
205,24
205,89
205,77
205,94
205,31
206,97
206,51
206,4
206,9
206,30
207,32
207,81
207,67
207,27
207,79
208,81
208,19
208,84
208,9
208,25
209,97
209,35
209,86
209,44
209,13
210,23
210,8
210,59
210,27
210,93
211,33
211,53
211,24
211,28
211,46
212,65
212,53
212,71
212,12
212,31
213,16
213,88
213,58
213,79
213,15
214,16
214,48
214,18
214,40
214,31
215,97
215,34
215,83
215,54
215,39
216,1
216,20
216,8
216,11
216,92
217,50
217,37
217,21
217,55
217,46
218,97
218,40
218,41
218,74
218,12
219,4
219,52
219,43
219,12
219,61
220,64
220,18
220,54
220,88
220,44
221,34
221,53
221,55
221,56
221,75
222,19
222,21
222,87
222,90
222,78
223,17
223,65
223,19
223,70
223,59
224,67
224,35
224,89
224,26
224,79
225,96
225,65
225,41
225,59
225,28
226,98
226,67
226,40
226,25
226,30
227,81
227,33
227,3
227,23
227,74
228,67
228,53
228,37
228,22
228,55
229,96
229,82
229,98
229,86
229,45
230,35
230,84
230,54
230,27
230,79
231,48
231,66
231,41
231,26
231,75
232,18
232,68
232,39
232,59
232,60
233,1
233,83
233,91
233,44
233,78
234,96
234,68
234,89
234,73
234,76
235,96
235,6
235,24
235,13
235,62
236,65
236,36
236,40
236,24
236,92
237,100
237,22
237,40
237,56
237,10
238,96
238,1
238,38
238,27
238,94
239,66
239,69
239,23
239,41
239,94
240,3
240,52
240,87
240,58
240,77
241,32
241,37
241,27
241,76
241,47
242,49
242,37
242,6
242,27
242,15
243,48
243,52
243,54
243,25
243,95
244,18
244,3
244,37
244,59
244,46
245,16
245,96
245,49
245,70
245,61
246,64
246,51
246,72
246,88
246,42
247,48
247,5
247,72
247,77
247,63
248,81
248,9
248,26
248,11
248,47
249,50
249,82
249,40
249,27
249,61
250,64
250,97
250,35
250,22
250,46
251,50
251,52
251,86
251,10
251,94
252,81
252,35
252,68
252,87
252,55
253,32
253,1
253,76
253,46
253,78
254,34
254,83
254,20
254,56
254,95
255,22
255,25
255,90
255,91
255,12
256,49
256,71
256,55
256,10
256,74
257,53
257,10
257,44
257,28
257,45
258,1
258,66
258,29
258,77
258,95
259,3
259,23
259,7
259,28
259,29
260,66
260,83
260,84
260,21
260,87
261,96
261,23
261,89
261,10
261,43
262,23
262,72
262,8
262,43
262,93
263,80
263,22
263,54
263,27
263,30
264,34
264,8
264,24
264,74
264,31
265,48
265,81
265,65
265,89
265,74
266,48
266,3
266,85
266,54
266,40
267,83
267,59
267,44
267,95
267,79
268,17
268,100
268,89
268,43
268,44
269,48
269,97
269,2
269,7
269,57
270,52
270,69
270,54
270,56
270,77
271,64
271,33
271,4
271,57
271,76
272,54
272,39
272,73
272,14
272,79
273,2
273,85
273,55
273,57
273,79
274,16
274,97
274,22
274,42
274,91
275,1
275,82
275,68
275,5
275,31
276,16
276,73
276,89
276,42
276,12
277,69
277,54
277,75
277,28
277,29
278,99
278,40
278,56
278,29
278,13
279,99
279,68
279,24
279,60
279,62
280,96
280,82
280,56
280,91
280,44
281,52
281,20
281,5
281,11
281,29
282,3
282,24
282,25
282,93
282,31
283,16
283,55
283,56
283,42
283,44
284,38
284,23
284,25
284,75
284,46
285,67
285,91
285,27
285,76
285,93
286,3
286,20
286,90
286,26
286,46
287,2
287,36
287,90
287,59
287,93
288,86
288,24
288,78
288,79
288,47
289,35
289,36
289,74
289,75
289,14
290,96
290,39
290,42
290,27
290,45
291,49
291,6
291,59
291,76
291,93
292,80
292,99
292,72
292,90
292,42
293,32
293,98
293,3
293,86
293,95
294,16
294,48
294,6
294,7
294,8
295,19
295,83
295,22
295,90
295,28
296,64
296,49
296,99
296,36
296,42
297,80
297,35
297,56
297,75
297,95
298,81
298,4
298,21
298,69
298,60
299,37
299,69
299,86
299,41
299,91
300,67
300,69
300,26
300,14
300,31
301,35
301,5
301,56
301,9
301,30
302,99
302,24
302,11
302,12
302,28
303,1
303,50
303,55
303,41
303,89
304,48
304,97
304,37
304,92
304,95
305,7
305,42
305,43
305,92
305,29
306,96
306,37
306,87
306,40
306,30
307,32
307,55
307,72
307,27
307,30
308,97
308,83
308,22
308,6
308,71
309,5
309,57
309,90
309,58
309,78
310,2
310,35
310,88
310,8
310,78
311,37
311,11
311,59
311,62
311,95
312,32
312,81
312,84
312,71
312,75
313,68
313,70
313,56
313,25
313,59
314,17
314,50
314,36
314,84
314,10
315,97
315,2
315,51
315,89
315,46
316,83
316,84
316,43
316,78
316,47
317,49
317,2
317,4
317,68
317,23
318,64
318,85
318,92
318,14
318,31
319,3
319,86
319,72
319,73
319,63
320,43
320,27
320,29
320,94
320,47
321,98
321,10
321,75
321,44
321,46
322,80
322,100
322,85
322,56
322,45
323,16
323,1
323,67
323,38
323,88
324,48
324,97
324,22
324,73
324,15
325,16
325,25
325,75
325,45
325,29
326,80
326,87
326,60
326,61
326,45
327,52
327,5
327,12
327,44
327,31
328,51
328,36
328,22
328,72
328,90
329,85
329,8
329,74
329,59
329,95
330,17
330,98
330,68
330,100
330,77
331,16
331,99
331,19
331,4
331,46
332,71
332,55
332,73
332,10
332,60
333,43
333,59
333,62
333,78
333,14
334,21
334,89
334,42
334,75
334,45
335,34
335,27
335,92
335,29
335,94
336,20
336,53
336,92
336,28
336,14
337,51
337,68
337,87
337,25
337,93
338,18
338,35
338,58
338,29
338,62
339,16
339,39
339,72
339,12
339,45
340,85
340,72
340,74
340,58
340,78
341,51
341,38
341,23
341,89
341,76
342,18
342,72
342,88
342,73
342,45
343,98
343,34
343,39
343,26
343,77
344,17
344,49
344,55
344,12
344,47
345,99
345,58
345,93
345,77
345,95
346,18
346,67
346,83
346,21
346,86
347,16
347,81
347,2
347,41
347,63
348,35
348,67
348,23
348,56
348,93
349,37
349,87
349,24
349,73
349,58
350,69
350,38
350,88
350,62
350,79
351,49
351,81
351,66
351,56
351,13
352,2
352,58
352,90
352,60
352,44
353,83
353,19
353,36
353,87
353,29
354,64
354,67
354,83
354,53
354,73
355,53
355,24
355,74
355,93
355,47
356,100
356,90
356,91
356,79
356,47
357,84
357,20
357,71
357,7
357,78
358,52
358,69
358,9
358,46
358,95
359,8
359,27
359,61
359,14
359,94
360,49
360,1
360,35
360,69
360,86
361,67
361,35
361,52
361,68
361,47
362,38
362,24
362,40
362,27
362,46
363,35
363,42
363,29
363,47
363,63
364,21
364,24
364,26
364,75
364,77
365,99
365,55
365,8
365,27
365,60
366,1
366,81
366,98
366,52
366,8
367,65
367,2
367,66
367,85
367,86
368,1
368,50
368,69
368,5
368,91
369,50
369,3
369,39
369,26
369,10
370,37
370,88
370,90
370,28
370,95
371,97
371,54
371,88
371,26
371,29
372,19
372,20
372,53
372,37
372,54
373,4
373,73
373,42
373,75
373,45
374,1
374,99
374,51
374,6
374,59
375,99
375,52
375,38
375,70
375,7
376,98
376,52
376,70
376,27
376,47
377,67
377,86
377,22
377,24
377,45
378,65
378,4
378,21
378,43
378,46
379,24
379,25
379,94
379,15
379,63
380,64
380,65
380,37
380,85
380,61
381,17
381,100
381,89
381,44
381,62
382,80
382,97
382,25
382,27
382,94
383,49
383,19
383,22
383,24
383,77
384,36
384,26
384,45
384,29
384,13
385,2
385,69
385,88
385,43
385,77
386,64
386,35
386,57
386,42
386,47
387,1
387,84
387,53
387,88
387,78
388,80
388,49
388,50
388,35
388,24
389,64
389,21
389,5
389,40
389,42
390,8
390,92
390,46
390,30
390,94
391,97
391,17
391,84
391,100
391,63
392,80
392,34
392,41
392,91
392,61
393,51
393,55
393,25
393,57
393,94
394,96
394,80
394,36
394,21
394,46
395,97
395,66
395,83
395,90
395,76
396,64
396,3
396,25
396,59
396,11
397,48
397,65
397,33
397,88
397,40
398,96
398,57
398,91
398,11
398,43
399,4
399,20
399,22
399,8
399,57
400,81
400,66
400,38
400,87
400,40
401,34
401,39
401,40
401,57
401,76
402,32
402,80
402,67
402,72
402,8
403,36
403,87
403,39
403,10
403,78
404,16
404,50
404,88
404,75
404,31
405,38
405,72
405,57
405,10
405,15
406,52
406,69
406,23
406,30
406,47
407,80
407,51
407,86
407,58
407,27
408,17
408,49
408,91
408,61
408,93
409,65
409,9
409,74
409,60
409,61
410,67
410,3
410,91
410,93
410,63
411,83
411,38
411,87
411,14
411,63
412,21
412,7
412,8
412,57
412,12
413,38
413,74
413,43
413,12
413,31
414,49
414,5
414,72
414,43
414,47
415,19
415,84
415,86
415,22
415,28
416,37
416,72
416,73
416,27
416,94
417,19
417,51
417,72
417,73
417,75
418,82
418,4
418,24
418,8
418,92
419,96
419,100
419,72
419,11
419,93
420,51
420,59
420,61
420,78
420,46
421,1
421,83
421,51
421,55
421,60
422,82
422,66
422,20
422,22
422,70
423,21
423,70
423,71
423,40
423,25
424,38
424,7
424,25
424,9
424,91
425,3
425,42
425,45
425,77
425,30
426,51
426,5
426,42
426,92
426,14
427,98
427,6
427,11
427,13
427,94
428,39
428,41
428,89
428,92
428,47
429,65
429,76
429,12
429,93
429,45
430,50
430,3
430,23
430,61
430,15
431,96
431,49
431,4
431,69
431,29
432,98
432,56
432,12
432,77
432,79
433,96
433,32
433,2
433,67
433,78
434,97
434,50
434,5
434,76
434,79
435,82
435,51
435,11
435,75
435,28
436,50
436,71
436,90
436,12
436,92
437,32
437,97
437,82
437,70
437,29
438,96
438,17
438,81
438,66
438,76
439,49
439,55
439,11
439,29
439,61
440,54
440,71
440,23
440,91
440,45
441,33
441,34
441,57
441,28
441,93
442,51
442,57
442,58
442,60
442,95
443,64
443,50
443,66
443,54
443,73
444,85
444,23
444,76
444,92
444,60
445,1
445,34
445,3
445,40
445,10
446,3
446,60
446,13
446,61
446,95
447,98
447,39
447,11
447,43
447,13
448,99
448,38
448,26
448,76
448,14
449,84
449,21
449,70
449,71
449,74
450,19
450,89
450,28
450,77
450,46
451,1
451,70
451,74
451,90
451,95
452,37
452,5
452,38
452,71
452,9
453,34
453,91
453,14
453,15
453,95
454,65
454,3
454,68
454,85
454,22
455,81
455,18
455,35
455,24
455,94
456,19
456,20
456,7
456,88
456,12
457,17
457,100
457,22
457,9
457,94
458,98
458,3
458,20
458,100
458,56
459,1
459,38
459,90
459,60
459,30
460,20
460,52
460,69
460,56
460,60
461,65
461,33
461,36
461,9
461,79
462,84
462,53
462,10
462,11
462,45
463,86
463,74
463,42
463,26
463,31
464,64
464,100
464,69
464,57
464,91
465,20
465,52
465,37
465,12
465,28
466,8
466,10
466,58
466,14
466,47
467,48
467,20
467,54
467,72
467,40
468,20
468,100
468,38
468,24
468,13
469,98
469,100
469,88
469,75
469,91
470,16
470,97
470,98
470,59
470,29
471,66
471,20
471,77
471,13
471,94
472,19
472,35
472,54
472,13
472,78
473,21
473,86
473,7
473,92
473,78
474,1
474,67
474,99
474,36
474,74
475,80
475,98
475,39
475,75
475,79
476,98
476,69
476,25
476,27
476,94
477,1
477,36
477,94
477,46
477,31
478,66
478,10
478,26
478,75
478,59
479,97
479,69
479,72
479,60
479,46
480,32
480,82
480,41
480,42
480,93
481,17
481,66
481,69
481,41
481,31
482,52
482,55
482,42
482,61
482,15
483,57
483,73
483,75
483,61
483,62
484,66
484,99
484,20
484,86
484,29
485,98
485,87
485,71
485,23
485,28
486,32
486,99
486,84
486,55
486,9
487,2
487,36
487,5
487,57
487,13
488,17
488,2
488,92
488,63
488,79
489,65
489,84
489,85
489,40
489,12
490,83
490,41
490,75
490,43
490,29
491,2
491,37
491,69
491,53
491,14
492,38
492,57
492,73
492,77
492,15
493,1
493,37
493,41
493,27
493,44
494,33
494,17
494,50
494,85
494,27
495,80
495,82
495,36
495,23
495,45
496,82
496,99
496,8
496,41
496,29
497,54
497,45
497,46
497,30
497,31
498,65
498,17
498,3
498,100
498,20
499,52
499,56
499,88
499,43
499,29
500,1
500,71
500,40
500,28
500,94
501,96
501,85
501,40
501,92
501,79
502,81
502,99
502,68
502,56
502,47
503,99
503,38
503,56
503,77
503,47
504,20
504,54
504,56
504,60
504,47
505,3
505,88
505,29
505,13
505,14
506,97
506,18
506,53
506,58
506,42
507,97
507,1
507,85
507,57
507,59
508,21
508,24
508,8
508,10
508,61
509,40
509,11
509,59
509,60
509,76
510,16
510,50
510,66
510,86
510,76
511,49
511,20
511,13
511,93
511,61
512,16
512,39
512,56
512,47
512,31
513,33
513,82
513,99
513,38
513,31
514,34
514,51
514,84
514,38
514,60
515,35
515,55
515,24
515,60
515,46
516,6
516,39
516,10
516,75
516,28
517,80
517,33
517,19
517,25
517,76
518,48
518,82
518,5
518,55
518,61
519,37
519,54
519,23
519,44
519,95
520,16
520,36
520,69
520,56
520,31
521,66
521,40
521,57
521,25
521,91
522,1
522,7
522,88
522,90
522,47
523,84
523,53
523,87
523,90
523,61
524,51
524,100
524,39
524,28
524,79
525,48
525,56
525,59
525,30
525,15
526,65
526,49
526,88
526,56
526,47
527,97
527,33
527,86
527,72
527,75
528,16
528,66
528,68
528,9
528,76
529,34
529,18
529,37
529,56
529,63
530,49
530,51
530,39
530,62
530,30
531,49
531,33
531,69
531,86
531,13
532,80
532,34
532,53
532,41
532,27
533,83
533,19
533,22
533,63
533,79
534,33
534,68
534,5
534,55
534,14
535,70
535,87
535,90
535,74
535,29
536,81
536,9
536,27
536,61
536,45
537,87
537,89
537,59
537,61
537,47
538,80
538,84
538,9
538,58
538,47
539,32
539,1
539,50
539,25
539,29
540,81
540,36
540,37
540,22
540,25
541,3
541,54
541,55
541,75
541,29
542,34
542,69
542,73
542,12
542,94
543,66
543,67
543,36
543,37
543,93
544,71
544,39
544,72
544,89
544,63
545,52
545,86
545,11
545,31
545,95
546,96
546,5
546,72
546,29
546,94
547,48
547,66
547,2
547,7
547,59
548,96
548,98
548,19
548,73
548,78
549,70
549,7
549,10
549,26
549,30
550,1
550,66
550,37
550,88
550,77
551,5
551,38
551,57
551,73
551,76
552,16
552,96
552,51
552,85
552,27
553,98
553,4
553,85
553,57
553,43
554,34
554,2
554,22
554,39
554,92
555,96
555,35
555,83
555,100
555,45
556,4
556,41
556,42
556,61
556,13
557,32
557,38
557,70
557,72
557,46
558,82
558,21
558,92
558,93
558,45
559,32
559,2
559,83
559,71
559,60
560,81
560,20
560,6
560,89
560,43
561,2
561,68
561,52
561,89
561,47
562,66
562,71
562,7
562,58
562,13
563,80
563,50
563,85
563,8
563,90
564,16
564,49
564,82
564,37
564,27
565,17
565,68
565,100
565,12
565,46
566,80
566,69
566,42
566,76
566,63
567,83
567,54
567,23
567,91
567,43
568,32
568,36
568,20
568,55
568,9
569,49
569,2
569,38
569,74
569,31
570,84
570,37
570,86
570,9
570,92
571,48
571,1
571,97
571,9
571,92
572,100
572,9
572,77
572,46
572,63
573,99
573,70
573,71
573,56
573,59
574,65
574,54
574,71
574,8
574,27
575,64
575,19
575,54
575,59
575,78
576,35
576,54
576,27
576,29
576,45
577,65
577,83
577,19
577,54
577,14
578,49
578,52
578,88
578,74
578,75
579,53
579,40
579,73
579,25
579,60
580,52
580,70
580,24
580,42
580,13
581,32
581,50
581,35
581,86
581,93
582,1
582,20
582,58
582,75
582,94
583,66
583,67
583,11
583,43
583,60
584,4
584,84
584,90
584,43
584,78
585,65
585,98
585,84
585,53
585,94
586,97
586,53
586,91
586,95
586,15
587,97
587,51
587,56
587,57
587,75
588,65
588,100
588,22
588,56
588,75
589,66
589,20
589,55
589,26
589,10
590,49
590,53
590,38
590,11
590,13
591,32
591,66
591,36
591,5
591,44
592,52
592,74
592,43
592,30
592,79
593,65
593,76
593,60
593,14
593,46
594,17
594,4
594,58
594,11
594,29
595,96
595,32
595,1
595,6
595,75
596,96
596,51
596,70
596,8
596,78
597,96
597,35
597,87
597,90
597,44
598,80
598,33
598,34
598,18
598,52
599,64
599,33
599,82
599,86
599,27
600,81
600,50
600,54
600,7
600,42
601,51
601,39
601,58
601,75
601,29
602,88
602,11
602,12
602,28
602,60
603,65
603,4
603,37
603,56
603,24
604,70
604,88
604,73
604,12
604,60
605,2
605,99
605,68
605,86
605,31
606,51
606,37
606,53
606,56
606,42
607,16
607,4
607,69
607,8
607,46
608,51
608,74
608,10
608,29
608,79
609,64
609,4
609,23
609,8
609,91
610,19
610,84
610,22
610,71
610,76
611,65
611,21
611,72
611,28
611,60
612,96
612,2
612,67
612,86
612,25
613,67
613,4
613,25
613,44
613,31
614,65
614,2
614,99
614,39
614,87
615,99
615,68
615,10
615,58
615,43
616,82
616,35
616,7
616,24
616,8
617,97
617,83
617,68
617,70
617,90
618,71
618,24
618,41
618,12
618,94
619,23
619,40
619,73
619,93
619,47
620,17
620,98
620,3
620,85
